ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,order_date,ship_date,order_id,customer_id,payment_due_date,payment_date,payment_delay_days,payment_status,aging_bucket
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Technology,Phones,111.984,2,0.2,6.999,2019-07-12,2019-07-15,4912,Consumer_Johnson City,2019-08-11,2019-08-16,5,Late,0–30 Days Late
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Binders,5.97,5,0.7,-4.577,2020-09-07,2020-09-09,4913,Consumer_Johnson City,2020-10-07,2020-10-14,7,Late,0–30 Days Late
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Binders,2.508,2,0.7,-1.8392,2020-02-10,2020-02-12,4914,Consumer_Johnson City,2020-03-11,2020-03-09,-2,On Time,On Time / Early
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Art,35.96,2,0.0,10.4284,2021-07-31,2021-08-04,4915,Consumer_Seattle,2021-08-30,2021-09-15,16,Late,0–30 Days Late
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,14.952,3,0.2,5.4201,2020-12-21,2020-12-22,4916,Consumer_Seattle,2021-01-20,2021-01-21,1,Late,0–30 Days Late
Second Class,Consumer,United States,League City,Texas,77573,Central,Office Supplies,Art,67.144,7,0.2,5.8751,2019-04-03,2019-04-04,4917,Consumer_League City,2019-05-03,2019-06-09,37,Late,31–60 Days Late
Second Class,Consumer,United States,League City,Texas,77573,Central,Furniture,Chairs,254.058,3,0.3,-32.6646,2020-03-05,2020-03-07,4918,Consumer_League City,2020-04-04,2020-04-22,18,Late,0–30 Days Late
Standard Class,Corporate,United States,Gaithersburg,Maryland,20877,East,Furniture,Bookcases,173.94,3,0.0,38.2668,2020-10-15,2020-10-22,4919,Corporate_Gaithersburg,2020-11-14,2020-11-12,-2,On Time,On Time / Early
Standard Class,Corporate,United States,Gaithersburg,Maryland,20877,East,Technology,Phones,231.98,2,0.0,67.2742,2022-12-28,2023-01-04,4920,Corporate_Gaithersburg,2023-01-27,2023-02-18,22,Late,0–30 Days Late
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,2.296,2,0.8,-3.9032,2022-11-28,2022-12-02,4921,Consumer_Chicago,2022-12-28,2023-01-06,9,Late,0–30 Days Late
Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Office Supplies,Paper,96.08,2,0.0,46.1184,2020-03-09,2020-03-10,4922,Home Office_Huntsville,2020-04-08,2020-04-03,-5,On Time,On Time / Early
Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Office Supplies,Fasteners,3.62,2,0.0,1.1946,2022-02-09,2022-02-14,4923,Home Office_Huntsville,2022-03-11,2022-03-08,-3,On Time,On Time / Early
Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Office Supplies,Paper,629.1,6,0.0,301.968,2020-01-10,2020-01-12,4924,Home Office_Huntsville,2020-02-09,2020-02-17,8,Late,0–30 Days Late
Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Technology,Phones,90.48,2,0.0,23.5248,2021-12-18,2021-12-24,4925,Home Office_Huntsville,2022-01-17,2022-02-18,32,Late,31–60 Days Late
First Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Art,14.88,2,0.0,3.72,2021-12-02,2021-12-07,4926,Corporate_Lawrence,2022-01-01,2022-02-14,44,Late,31–60 Days Late
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables,91.275,1,0.5,-67.5435,2019-07-26,2019-07-30,4927,Consumer_Chicago,2019-08-25,2019-08-20,-5,On Time,On Time / Early
Standard Class,Home Office,United States,Fairfield,Connecticut,6824,East,Office Supplies,Paper,19.44,3,0.0,9.3312,2021-02-18,2021-02-24,4928,Home Office_Fairfield,2021-03-20,2021-04-21,32,Late,31–60 Days Late
Standard Class,Home Office,United States,Fairfield,Connecticut,6824,East,Furniture,Chairs,897.15,3,0.0,251.202,2022-08-12,2022-08-17,4929,Home Office_Fairfield,2022-09-11,2022-10-13,32,Late,31–60 Days Late
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,57.75,5,0.0,16.17,2022-02-15,2022-02-16,4930,Consumer_New York City,2022-03-17,2022-04-01,15,Late,0–30 Days Late
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,14.94,3,0.0,7.0218,2020-06-15,2020-06-22,4931,Consumer_New York City,2020-07-15,2020-08-26,42,Late,31–60 Days Late
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,23.1,2,0.0,6.93,2022-05-30,2022-05-31,4932,Corporate_Seattle,2022-06-29,2022-07-22,23,Late,0–30 Days Late
Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Envelopes,12.536,1,0.2,4.2309,2019-06-15,2019-06-21,4933,Consumer_Aurora,2019-07-15,2019-07-14,-1,On Time,On Time / Early
Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,1.08,2,0.7,-0.792,2020-10-04,2020-10-07,4934,Consumer_Aurora,2020-11-03,2020-12-16,43,Late,31–60 Days Late
Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Fasteners,4.512,3,0.2,0.846,2022-03-25,2022-04-01,4935,Consumer_Aurora,2022-04-24,2022-04-28,4,Late,0–30 Days Late
Standard Class,Corporate,United States,Lehi,Utah,84043,West,Technology,Phones,16.776,3,0.2,1.6776,2022-04-22,2022-04-24,4936,Corporate_Lehi,2022-05-22,2022-06-13,22,Late,0–30 Days Late
Standard Class,Home Office,United States,Tuscaloosa,Alabama,35401,South,Office Supplies,Binders,33.74,7,0.0,15.5204,2019-03-31,2019-04-06,4937,Home Office_Tuscaloosa,2019-04-30,2019-05-15,15,Late,0–30 Days Late
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,1325.85,5,0.0,238.653,2022-01-22,2022-01-26,4938,Consumer_San Francisco,2022-02-21,2022-04-06,44,Late,31–60 Days Late
Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Bookcases,333.999,3,0.15,3.9294,2019-01-13,2019-01-15,4939,Consumer_San Francisco,2019-02-12,2019-02-13,1,Late,0–30 Days Late
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,19.9,5,0.0,6.567,2021-08-30,2021-09-04,4940,Consumer_San Francisco,2021-09-29,2021-09-26,-3,On Time,On Time / Early
Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Furniture,Chairs,1268.82,9,0.0,266.4522,2021-03-15,2021-03-22,4941,Consumer_Wilmington,2021-04-14,2021-05-23,39,Late,31–60 Days Late
Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Furniture,Bookcases,283.92,4,0.0,82.3368,2021-08-02,2021-08-06,4942,Consumer_Wilmington,2021-09-01,2021-10-12,41,Late,31–60 Days Late
Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Art,5.68,2,0.0,1.7608,2021-01-11,2021-01-15,4943,Consumer_Wilmington,2021-02-10,2021-02-24,14,Late,0–30 Days Late
Standard Class,Consumer,United States,Lafayette,Indiana,47905,Central,Office Supplies,Storage,375.34,1,0.0,18.767,2021-05-25,2021-05-26,4944,Consumer_Lafayette,2021-06-24,2021-07-07,13,Late,0–30 Days Late
First Class,Consumer,United States,Redondo Beach,California,90278,West,Office Supplies,Paper,96.08,2,0.0,46.1184,2022-03-19,2022-03-24,4945,Consumer_Redondo Beach,2022-04-18,2022-05-17,29,Late,0–30 Days Late
First Class,Consumer,United States,Redondo Beach,California,90278,West,Office Supplies,Binders,11.68,2,0.2,3.942,2020-10-21,2020-10-22,4946,Consumer_Redondo Beach,2020-11-20,2020-11-18,-2,On Time,On Time / Early
First Class,Consumer,United States,Redondo Beach,California,90278,West,Office Supplies,Fasteners,4.36,2,0.0,1.7876,2021-10-28,2021-10-29,4947,Consumer_Redondo Beach,2021-11-27,2021-11-26,-1,On Time,On Time / Early
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Labels,29.24,4,0.0,13.7428,2021-11-18,2021-11-25,4948,Consumer_Seattle,2021-12-18,2021-12-13,-5,On Time,On Time / Early
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,117.488,7,0.2,41.1208,2019-10-23,2019-10-26,4949,Consumer_Los Angeles,2019-11-22,2019-11-20,-2,On Time,On Time / Early
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,18.84,3,0.0,6.0288,2021-09-12,2021-09-13,4950,Consumer_Los Angeles,2021-10-12,2021-10-18,6,Late,0–30 Days Late
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,12.42,3,0.0,5.2164,2021-07-14,2021-07-16,4951,Consumer_New York City,2021-08-13,2021-09-03,21,Late,0–30 Days Late
Standard Class,Consumer,United States,Royal Oak,Michigan,48073,Central,Office Supplies,Paper,12.96,2,0.0,6.2208,2020-10-01,2020-10-05,4952,Consumer_Royal Oak,2020-10-31,2020-12-06,36,Late,31–60 Days Late
Second Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Appliances,69.48,1,0.0,20.844,2019-12-06,2019-12-13,4953,Corporate_San Francisco,2020-01-05,2020-01-22,17,Late,0–30 Days Late
Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,85.9,2,0.0,2.577,2020-09-19,2020-09-20,4954,Corporate_New York City,2020-10-19,2020-11-07,19,Late,0–30 Days Late
Second Class,Corporate,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Art,18.06,7,0.0,4.6956,2020-03-14,2020-03-20,4955,Corporate_North Las Vegas,2020-04-13,2020-04-28,15,Late,0–30 Days Late
Second Class,Corporate,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Paper,79.14,3,0.0,36.4044,2022-03-13,2022-03-15,4956,Corporate_North Las Vegas,2022-04-12,2022-04-30,18,Late,0–30 Days Late
Second Class,Corporate,United States,North Las Vegas,Nevada,89031,West,Furniture,Furnishings,37.4,2,0.0,14.212,2021-07-30,2021-08-04,4957,Corporate_North Las Vegas,2021-08-29,2021-09-17,19,Late,0–30 Days Late
Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Binders,2.512,2,0.8,-4.396,2021-04-09,2021-04-13,4958,Consumer_Carrollton,2021-05-09,2021-06-17,39,Late,31–60 Days Late
Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Fasteners,18.864,9,0.2,6.1308,2020-06-02,2020-06-09,4959,Consumer_Carrollton,2020-07-02,2020-08-11,40,Late,31–60 Days Late
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Technology,Phones,61.192,1,0.2,6.1192,2021-09-02,2021-09-08,4960,Home Office_Los Angeles,2021-10-02,2021-10-28,26,Late,0–30 Days Late
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Appliances,67.84,1,0.0,18.3168,2021-12-04,2021-12-11,4961,Home Office_Los Angeles,2022-01-03,2022-01-29,26,Late,0–30 Days Late
First Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,48.712,1,0.2,5.4801,2021-08-12,2021-08-19,4962,Consumer_Seattle,2021-09-11,2021-09-10,-1,On Time,On Time / Early
First Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Art,17.94,3,0.0,4.6644,2022-06-16,2022-06-22,4963,Consumer_Seattle,2022-07-16,2022-08-15,30,Late,0–30 Days Late
First Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,242.94,3,0.0,4.8588,2021-08-09,2021-08-14,4964,Consumer_Seattle,2021-09-08,2021-10-18,40,Late,31–60 Days Late
Second Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,Office Supplies,Binders,7.764,4,0.7,-5.176,2021-08-01,2021-08-07,4965,Consumer_Fort Lauderdale,2021-08-31,2021-10-06,36,Late,31–60 Days Late
Second Class,Corporate,United States,Columbia,Tennessee,38401,South,Technology,Phones,467.04,4,0.2,58.38,2019-06-04,2019-06-06,4966,Corporate_Columbia,2019-07-04,2019-08-16,43,Late,31–60 Days Late
Second Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Phones,128.85,3,0.0,3.8655,2022-04-19,2022-04-26,4967,Home Office_Providence,2022-05-19,2022-06-24,36,Late,31–60 Days Late
Second Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,8.4,2,0.0,4.116,2022-05-23,2022-05-28,4968,Home Office_Providence,2022-06-22,2022-07-25,33,Late,31–60 Days Late
Second Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Accessories,199.98,2,0.0,83.9916,2019-03-29,2019-04-05,4969,Home Office_Providence,2019-04-28,2019-05-08,10,Late,0–30 Days Late
Second Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Chairs,110.98,1,0.0,15.5372,2022-07-03,2022-07-09,4970,Home Office_Providence,2022-08-02,2022-08-29,27,Late,0–30 Days Late
First Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,207.984,2,0.2,-28.5978,2022-01-01,2022-01-06,4971,Corporate_Jacksonville,2022-01-31,2022-03-15,43,Late,31–60 Days Late
First Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,36.112,2,0.2,12.6392,2021-07-19,2021-07-24,4972,Corporate_Jacksonville,2021-08-18,2021-09-02,15,Late,0–30 Days Late
First Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,35.568,2,0.2,5.7798,2019-06-28,2019-06-29,4973,Corporate_Jacksonville,2019-07-28,2019-07-31,3,Late,0–30 Days Late
First Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,88.768,2,0.2,31.0688,2019-07-31,2019-08-01,4974,Corporate_Jacksonville,2019-08-30,2019-08-30,0,On Time,On Time / Early
Standard Class,Home Office,United States,Oceanside,California,92054,West,Office Supplies,Paper,12.9,2,0.0,6.321,2022-06-11,2022-06-12,4975,Home Office_Oceanside,2022-07-11,2022-08-19,39,Late,31–60 Days Late
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Accessories,717.12,9,0.2,152.388,2020-04-09,2020-04-15,4976,Corporate_Jacksonville,2020-05-09,2020-06-07,29,Late,0–30 Days Late
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,21.36,5,0.2,7.209,2022-05-31,2022-06-04,4977,Consumer_New York City,2022-06-30,2022-08-02,33,Late,31–60 Days Late
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,6.688,2,0.2,2.3408,2020-09-22,2020-09-24,4978,Consumer_New York City,2020-10-22,2020-11-07,16,Late,0–30 Days Late
First Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,773.94,6,0.0,224.4426,2021-04-04,2021-04-10,4979,Consumer_New York City,2021-05-04,2021-06-08,35,Late,31–60 Days Late
Second Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Supplies,20.568,3,0.2,1.5426,2022-07-11,2022-07-18,4980,Corporate_Chicago,2022-08-10,2022-08-09,-1,On Time,On Time / Early
Second Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Appliances,4.356,2,0.8,-11.7612,2022-05-15,2022-05-16,4981,Corporate_Chicago,2022-06-14,2022-07-20,36,Late,31–60 Days Late
Second Class,Corporate,United States,Chicago,Illinois,60610,Central,Technology,Accessories,19.04,4,0.2,-1.428,2020-08-29,2020-09-03,4982,Corporate_Chicago,2020-09-28,2020-10-15,17,Late,0–30 Days Late
Standard Class,Corporate,United States,Huntington Beach,California,92646,West,Office Supplies,Labels,5.22,2,0.0,2.4012,2021-06-03,2021-06-09,4983,Corporate_Huntington Beach,2021-07-03,2021-07-14,11,Late,0–30 Days Late
Second Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,84.84,3,0.0,22.9068,2020-01-01,2020-01-06,4984,Consumer_San Diego,2020-01-31,2020-02-06,6,Late,0–30 Days Late
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Office Supplies,Fasteners,7.24,5,0.2,1.1765,2019-10-03,2019-10-10,4985,Corporate_Nashville,2019-11-02,2019-11-19,17,Late,0–30 Days Late
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,14.4,5,0.0,7.056,2020-01-15,2020-01-20,4986,Consumer_New York City,2020-02-14,2020-02-24,10,Late,0–30 Days Late
Standard Class,Home Office,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper,15.552,3,0.2,5.4432,2022-08-25,2022-08-30,4987,Home Office_Colorado Springs,2022-09-24,2022-09-21,-3,On Time,On Time / Early
Standard Class,Home Office,United States,Colorado Springs,Colorado,80906,West,Furniture,Chairs,1325.76,6,0.2,149.148,2022-07-15,2022-07-18,4988,Home Office_Colorado Springs,2022-08-14,2022-09-07,24,Late,0–30 Days Late
Standard Class,Home Office,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,3.108,2,0.7,-2.1756,2021-08-02,2021-08-06,4989,Home Office_Colorado Springs,2021-09-01,2021-09-17,16,Late,0–30 Days Late
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,6.672,3,0.2,2.1684,2021-12-23,2021-12-25,4990,Home Office_San Francisco,2022-01-22,2022-01-25,3,Late,0–30 Days Late
Standard Class,Home Office,United States,San Francisco,California,94110,West,Technology,Phones,689.408,4,0.2,77.5584,2021-03-20,2021-03-22,4991,Home Office_San Francisco,2021-04-19,2021-05-12,23,Late,0–30 Days Late
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,1889.99,5,0.8,-2929.4845,2022-10-05,2022-10-06,4992,Corporate_Chicago,2022-11-04,2022-12-15,41,Late,31–60 Days Late
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Office Supplies,Envelopes,55.936,8,0.2,18.8784,2021-07-13,2021-07-16,4993,Corporate_Memphis,2021-08-12,2021-09-12,31,Late,31–60 Days Late
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Office Supplies,Labels,18.432,8,0.2,5.9904,2020-05-08,2020-05-14,4994,Corporate_Memphis,2020-06-07,2020-06-24,17,Late,0–30 Days Late
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Furniture,Furnishings,20.32,5,0.2,3.556,2022-01-26,2022-02-01,4995,Corporate_Memphis,2022-02-25,2022-03-04,7,Late,0–30 Days Late
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,52.064,4,0.2,18.8732,2021-12-30,2022-01-01,4996,Home Office_New York City,2022-01-29,2022-02-24,26,Late,0–30 Days Late
Standard Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Appliances,48.784,1,0.2,3.6588,2019-12-30,2020-01-03,4997,Corporate_Raleigh,2020-01-29,2020-03-09,40,Late,31–60 Days Late
Standard Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Binders,13.092,4,0.7,-10.0372,2020-07-23,2020-07-28,4998,Corporate_Raleigh,2020-08-22,2020-10-02,41,Late,31–60 Days Late
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,109.592,1,0.2,8.2194,2021-02-01,2021-02-08,4999,Home Office_Los Angeles,2021-03-03,2021-04-14,42,Late,31–60 Days Late
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Paper,56.7,5,0.0,27.783,2019-10-03,2019-10-04,5000,Home Office_Los Angeles,2019-11-02,2019-11-19,17,Late,0–30 Days Late
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Technology,Accessories,79.99,1,0.0,28.7964,2019-02-19,2019-02-23,5001,Home Office_Los Angeles,2019-03-21,2019-04-29,39,Late,31–60 Days Late
Same Day,Home Office,United States,Newport News,Virginia,23602,South,Office Supplies,Supplies,69.5,5,0.0,20.155,2022-10-13,2022-10-15,5002,Home Office_Newport News,2022-11-12,2022-11-23,11,Late,0–30 Days Late
Same Day,Home Office,United States,Newport News,Virginia,23602,South,Office Supplies,Paper,191.6,4,0.0,91.968,2020-12-28,2020-12-31,5003,Home Office_Newport News,2021-01-27,2021-03-02,34,Late,31–60 Days Late
